appliesTo,key,editorKind,sourceKind,quality,description
Techno,V3RocketDamage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketDamage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketEliteDamage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketEliteDamage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketLazyCurve,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketLazyCurve / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketPauseFrames,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketPauseFrames / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketPitchFinal,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketPitchFinal / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketPitchInitial,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketPitchInitial / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketTiltFrames,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketTiltFrames / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketTurnRate,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketTurnRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3RocketType,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3RocketType / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,V3Warhead,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：V3Warhead / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Value,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Value / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Vehicles.DefaultDigitalDisplayTypes,MultiSelect,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Vehicles.DefaultDigitalDisplayTypes / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。通常按逗号分隔的枚举/列表值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VehicleThief,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VehicleThief / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VehicleType,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VehicleType / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeinholeMonsterStrength,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeinholeMonsterStrength / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Velocity,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Velocity / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VelocityPerturbationCoefficient,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VelocityPerturbationCoefficient / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeryHigh,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeryHigh / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Veteran,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Veteran / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranAircraft,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranAircraft / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranArmor,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranArmor / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranCap,Integer,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranCap / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranCombat,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranCombat / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranInfantry,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranInfantry / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranRatio,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranRatio / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranROF,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranROF / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranSight,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranSight / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranSpeed,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VeteranUnits,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VeteranUnits / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceCapture,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceCapture / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceComment,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceComment / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceCrashing,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceCrashing / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceDie,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceDie / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceEnter,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceEnter / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceFalling,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceFalling / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoiceSinking,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoiceSinking / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Volatile,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Volatile / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoxelBarrelFile,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoxelBarrelFile / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoxelBarrelOffsetToBarrelEnd,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoxelBarrelOffsetToBarrelEnd / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoxelBarrelOffsetToBuildingPivotPoint,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoxelBarrelOffsetToBuildingPivotPoint / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoxelBarrelOffsetToPitchPivotPoint,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoxelBarrelOffsetToPitchPivotPoint / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoxelBarrelOffsetToRotatePivotPoint,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoxelBarrelOffsetToRotatePivotPoint / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,VoxelIndex,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：VoxelIndex / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Wake.Grapple,Reference,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Wake.Grapple / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Wake.Sinking,Reference,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Wake.Sinking / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WalkLocomotorMakesWake,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：WalkLocomotorMakesWake / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WalkRate,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WalkRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WallAbsoluteDestroyer,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WallAbsoluteDestroyer / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WallBuildSpeedCoefficient,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WallBuildSpeedCoefficient / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WallOwner,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WallOwner / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WallPenetratorThreshold,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WallPenetratorThreshold / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WallTower,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WallTower / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WantsExtraSpace,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WantsExtraSpace / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Warheads,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Warheads / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Warpable,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Warpable / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WarpInWeapon.UseDistanceAsDamage,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：WarpInWeapon.UseDistanceAsDamage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及资源、矿石、回收或经济收益。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WaterBound,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WaterBound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WaypointAnimationSpeed,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WaypointAnimationSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeaponCount,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeaponCount / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeaponN,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeaponN / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeaponNullifyAnim,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeaponNullifyAnim / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeaponType,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeaponType / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeatherConBoltExplosion,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeatherConBoltExplosion / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及部署、运输、乘员或形态切换。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeatherConBolts,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeatherConBolts / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及部署、运输、乘员或形态切换。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeatherConClouds,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeatherConClouds / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及部署、运输、乘员或形态切换。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,WeedCapacity,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：WeedCapacity / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Weeder,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Weeder / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
