Key,AppliesTo,EditorKind,SourceKind,CurrentQuality,CurrentTrustBucket,DescriptionShape,DescriptionSha256,SourceCount,SameKeyHigherQualityElsewhere,HigherQualityContexts,ProposedDisposition,ReviewReason
Visceroids,Global,Boolean,Yuri,community-verified-obsolete-guardrail-p1-20260603,Obsolete,RawLegacyFragment,2C22B5E3268350E944D4F81C4BE2D4D6C7987F3246AA87B877A4B19382C68198,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
VisibleInSpecialState,DigitalDisplay,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
VisibleToHouses,Building,Enum,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,4CE97263E95792049EE4724F2384EA2B27AF8AAE6E5D2F3B0BC5CB81F2A5C538,2,True,DigitalDisplay,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
VisibleToHouses.Observer,Building,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
VisibleToHouses.Observer,DigitalDisplay,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
VoiceCapture,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,06946BB5826195322E251C962789766964F384190B5B16C34F7B6D90F0F94113,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceComment,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,7EC82A8B9B5C0C2B4A82CA2FD5FF8B0B709307E28B6FFA332C302615839A4820,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceCrashing,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,F21CF7253C20F211E2D4AC780D19CE69344C8D25E68627EE47DA58957C2E3E4F,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceCreated,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,2393C29131E5FF4EF5CC4DD73A2ABA3404D73FD4ADC2380799EACEB9CD637756,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
VoiceDeploy,Techno,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,431A3AE9D7BE20AE74CB156B225DA2BCEF40CAB65DD46763D183A3D4D9287380,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
VoiceDie,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,C4253AFF7177F84B1543E9824148145805D4CE9EC5C60A25FE24DFD5CE3CED70,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceEliteWeaponNAttack,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,2393C29131E5FF4EF5CC4DD73A2ABA3404D73FD4ADC2380799EACEB9CD637756,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
VoiceEnter,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,970B84BB5381386169C55B5DFB1C4BEA8B977441CD57003128B900F6B3519D8C,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceFalling,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,3A64A7A874B56FE840BE5ABC06BACCA71F0FCB6CDF3EAC036BC3403E1CAB1CF9,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceHarvest,Techno,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,CB951C144D3B85C0CC7CAE02D463EF1071CAA5136E857D8300F70968C63AEA30,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
VoiceIFVRepair,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,ED8717B4B8964C134DF9836C908D70F2EA50D26AB225230E4FBBF3641C0DF36F,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
VoicePickup,Aircraft,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,2393C29131E5FF4EF5CC4DD73A2ABA3404D73FD4ADC2380799EACEB9CD637756,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
VoiceSecondaryWeaponAttack,Techno,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,328DAB8AF25F91EA542EA2B438CA70AAF4F7269D3CDAB878BD2C6A8FEBB0B1C1,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
VoiceSelectDeactivated,Techno,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,4139B0BB1F26C67D8AFEFF16C21E62C08E2B172F71A39FD00E140060E516F6BE,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
VoiceSelectEnslaved,Techno,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,243F32DED37D144452C40B580AA70AF784E1B5A140FA3ED5017DE76915C49F6B,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
VoiceSinking,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,D8D78FC40DA0DDB51DC785D6F20306E513104BF8079C21729C9D65C6BCED8BC3,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoiceWeaponNAttack,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,2393C29131E5FF4EF5CC4DD73A2ABA3404D73FD4ADC2380799EACEB9CD637756,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
Volatile,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,78D7057789F6E4D9C86A725AB0A4D92F6FE14A6DABBDD538078D751DA86CCDDB,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Volume,Sound,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,6316298FFE4DCAC229D10DD759CEEAB9430C5D7C2FA09E4376706571E40998F3,1,False,,PromoteAndRewrite,"Verified against direct Phobos or ModEnc documentation; description, context or value kind corrected where required."
Voxel,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,00428A8F17E9BA96728F28A3BE1F305036877328D728E052FB4BB2812B276680,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
VoxelBarrelFile,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,54EEC1D13CCDC883619B6F2A9A38AC82F99EBBAD4D9A2149E99CDF36DFC9B18F,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoxelBarrelOffsetToBarrelEnd,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,00690837BE964A638A1D0C8298BDA9C517E6E47A808B61EF7DAFAAAEF931CBF2,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoxelBarrelOffsetToBuildingPivotPoint,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,683D3C5065F37CF46ADB9C0CB98268BD7147F9761EA0F3BAF7C7A69FD8706AC2,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoxelBarrelOffsetToPitchPivotPoint,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,078CB21E66C1EACFC45E1EE18FC3DA2FC7BA3B14DE4C405BF98171416919D714,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoxelBarrelOffsetToRotatePivotPoint,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,8C27990C86C0F16F68665ED617806F0D292E462000F9100DA0E172445C638BD3,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
VoxelIndex,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,9C5E62F5FBDC84A299178992D1208D51499AA17585AEE65A826F8DD28F216AB5,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Wake,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,12A795A24ECB890F15139CB67C1C9D4C3A975C9DA8E36A2BF270C7CF068AECD0,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
Wake,Techno,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,FC3CFB7129C194A6DF11ED029598EFE165FB4699AB367278375472E5F39A56E7,2,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
Wake.Grapple,Techno,Reference,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,15C6579A8815CB05BA80607A7029F80DDD6401589D37BBBB400A6AEE7FE7627E,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Wake.Sinking,Techno,Reference,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,8C41D7C3938395A05B48EE9150E10FFEB9D9CDE46AB293CF5B2B570EA73CD652,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Walk,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,75AA0478E51855B4718B462D4370F1B2EA3F3B4978090C73844022C3FAD10DC4,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WalkFrames,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,9A2E440EF8DC4D9A3C439FD731E2E0A3375F10A86CED9CF6AFBAEC338361ECD4,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WalkLocomotorMakesWake,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,1A1A118A8E994F408BDE16B8EB4E3C37D455A05544F16D94C3648D4BAF58BC5F,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WalkRate,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,4B61DEED54B32EA1CB34617E2237FC7F432C4272B68DE3253507474DBE4E07B1,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WalkSounds,ArtObject,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,84ED2476A941D39EEAA25F0CB416BE05B71B5B752516BCCED57AE17BB7001CB6,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
Wall,Techno,Text,Yuri,source-verified-guardrail-warhead-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,26F9FAEBCB988FA2ACD42878E141679C05E7EBB8401818C3CB43929E46D84DD4,1,True,Warhead,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Wall,Weapon,Text,Yuri,source-verified-guardrail-warhead-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,FE2E0C9C2BAC3321954FCC9E6F6BEB89B2A343227FA7DFFF36E2C084BF53A2BE,1,True,Warhead,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WallAbsoluteDestroyer,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,287EB59F410D76B1E4CCD808CCC04E1539B577BA0954DFC8D7B7DE35B110A2AA,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WallAbsoluteDestroyer,Weapon,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,E1AB7EB4126F0BCC9EEE925E7640C63D75499D961B63513681A1F9308435F9B8,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WallOwner,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,7DF35C0EEDD648E4CDE3A535182DF4321128759AE1950EB11C0FB1FDE290D1B9,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WallPenetratorThreshold,Global,Text,Yuri,community-reviewed-p0-needs-targeted-source-20260603,Unknown,SpecificOrNeedsReview,BF50BBA1A1706D80702760763E2559D7515AA572A0C1BACCE0922DC3BD7076DC,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
WallPenetratorThreshold,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,66271D59CE25949BD0E0448B11E327542A2F242B3D46791FC7D4E6DB89387424,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WallTower,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,40514A6C3E1C66DF1467E313BDC648F6F647A3E3B8F9C7DB3AD37F10E655A7D0,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WallTower,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,9D72C4C2E9DE26CD275758DE83DA4BFA9F14FBFB5F711A399FC9F97B29AEC906,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WantsExtraSpace,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,A319484350A09F086624F9B49AEB04383CFA3512E0584AF3B720B990648239EB,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Warhead,ArtObject,Text,Yuri,source-verified-guardrail-art-animation-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,9F506E7590383F530527A43FC7F2D7B44F0911F5D8938BA5045F080F76BF2856,1,True,Animation;Global;Techno;VoxelAnim;Weapon,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WarheadAnimZAdjust,Warhead,Integer,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,A4814D4735B5A7BE4306F30CCC68B9950E9ED9499210529731C7B9D1489C512C,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WarheadParticleAlphaImageIsLightFlash,SuperWeapon,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
Warheads,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,B845BA29BB30DA22B442357B21D7F2D7B3CB30EB7D2F036B723623552438DBEF,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Warpable,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,D103E34BF2D09A7AA8E179BBD4DF112A489F8F85F77487473697E1CB97F80357,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WarpAway,Global,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FC353AAE4195702803213F76648370DA9197A39C098592B7A0E30066E4CF94E5,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WarpAway,Techno,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,4CD937B8EFE9F158EB59CABE081C8267C77A4A64CAA7891A51133FE8198E025E,2,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WarpIn,Global,Reference,Yuri,auto-extracted,AutoExtracted,RawLegacyFragment,B4F0C551C44DD32DD8B29AFF68357823E00DAE43E57C21A80916D8483C19EA92,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WarpIn,Techno,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,F11111C0F74E137A2B85A0690F739C48F911ABC75461B01DF112650B1AFB4D6D,2,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WarpInMinRangeWeapon,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,C99EEC159A1E301AB8BB4EDA45506FE58064FDC224CA408980A0BE47A9A5C065,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
WarpInWeapon,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,C99EEC159A1E301AB8BB4EDA45506FE58064FDC224CA408980A0BE47A9A5C065,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
WarpInWeapon.UseDistanceAsDamage,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,04A91BF17FD74FB363B570BD58F0602A53AD12DCD7D6F7E1DA1268BF94B875C1,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WarpOut,Global,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,709E34609C9DEE8F36793C0A950C5C1C56C1D796BD478AB8CF63E03270ABA8F7,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WarpOut,Techno,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,B4E1D155914CF8677BC435286F5739B5EAEEB7FCDB40C4F7E292A88DA680D919,2,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WarpOutWeapon,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,C99EEC159A1E301AB8BB4EDA45506FE58064FDC224CA408980A0BE47A9A5C065,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
WaterBound,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,13D9C06095591772A711D62564F564DB7697075896373638B873681AAF019A09,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WaterCrate,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,326293B276F530A1F66E307D166C8EAFF6C558EFB803AAB6060AEADC669F9A4F,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WaterCrateImg,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,40CD5EB75B0CF988D7A07200A777A6C51C2E2656139B8BA914C22F59E656696D,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WaterImage.ConditionRed,Vehicle,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,C1033650FC1C7E56907E10FBF2A834691794737BCDFEFF5E54A6E375B1E51E78,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WaterImage.ConditionYellow,Vehicle,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,D5F55E69D2E3CA44FD4025C217D7CEA9AF83C7249AC01F5F583F98C1226BF3C4,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.Color,Weapon,Text,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,5FA5731C7608E886F9184FB1B772B395F44AE933F4FEF52BA537E73D4497DC30,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.IsBigLaser,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,BB59EA90FC26401E37788EC72D1BCEB62BA40AAF364EBF5FA212D14F31262F85,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.IsHouseColor,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,FA8BD12BE7DA7B09A735831048B44CA4222C55F6DBA947F158CDCBE7F5EC8CBE,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.IsLaser,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,4CC08C8AF6E08D87D1CAF26931DDD89F5C90F7798873A7395401C8770D3936EB,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.ReverseAgainstAircraft,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,4C254C1E1BC8E712B69C41036D4071DD84DAF607A405B577F23E800B53DC1747,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.ReverseAgainstBuildings,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,4331AA482CC83D460854928C1BBFE26F4D6D7E3F19374538BC882ABC415D5071,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.ReverseAgainstInfantry,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,91AD3665146D4E23CB66826EB4C79BDF5168271E73E65C126845A31534E586DF,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.ReverseAgainstOthers,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,1297B43CE71341A68686BAAB49D79BCD951653ECC53E6A88CA4B4DB7FC83381C,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wave.ReverseAgainstVehicles,Weapon,Boolean,Ares,community-source-assisted-inferred-ares-20260603,Inferred,UniformInferredTemplate,20CC0AFFBAA8FB05E4E2D86BD419A101875F809CA8A27645BDC412C95E0C199F,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Waypoint,AI,Text,Yuri,source-verified-legacy-guardrail-teamtypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,64D5EBEC29B592E759D556F1F6E6E8D5E2D026702FF08EA4A9908CB1F679E2FE,1,True,TeamType,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Waypoint,Techno,Text,Yuri,source-verified-legacy-guardrail-teamtypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,95CBF0720368A4F3DCBCDD7948603C4F1FFD0018DAAEAE5D3878CC999E1DF999,1,True,TeamType,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WaypointAnimationSpeed,Global,Reference,Yuri,community-reviewed-radar-ui-global-p0-20260603,Unknown,SpecificOrNeedsReview,F07CE52482FF0B1799574EEEB686F379DA3F3457329A7EBFB404C3A8B9B6D498,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
WaypointAnimationSpeed,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FB30284080CA043E3420AF9011076407BA03A54F543E454598688409E227F47C,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
